CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
6524965,2,1,4,M,13,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6524973,1,1,4,M,40,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6524981,1,1,4,M,12,3,1,V,-,0,"SAN DIEGO","SAN DIEGO",2014
6525014,2,1,4,M,52,4,9,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6525029,1,1,4,F,27,3,1,X,-,1,"SAN DIEGO","SAN DIEGO",2014
6525029,2,1,2,F,20,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6527304,2,1,4,M,79,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6529265,1,1,4,M,56,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6529772,1,1,4,M,48,2,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6529775,1,1,4,M,19,3,1,V,-,1,"SAN DIEGO","SAN DIEGO",2014
6529776,1,1,4,M,45,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6529776,2,1,2,M,9,0,6,P,A,3,"SAN DIEGO","SAN DIEGO",2014
6530839,2,1,3,M,8,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6530871,1,1,4,M,76,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2014
6538422,1,1,4,M,25,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6538450,1,1,2,M,66,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6538450,2,1,4,M,67,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6538477,1,1,4,F,67,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6538478,2,1,4,M,45,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6539471,2,1,4,F,39,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6539558,1,1,4,M,41,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6539570,1,1,4,M,61,3,1,X,-,1,"SAN DIEGO","SAN DIEGO",2014
6540805,1,1,4,M,51,4,1,-,W,3,"SAN DIEGO","SAN DIEGO",2014
6543987,2,1,4,F,23,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6544973,1,1,4,M,17,3,9,V,-,3,"SAN DIEGO","SAN DIEGO",2014
6544973,2,1,2,F,34,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6544973,2,2,2,F,1,0,5,M,Q,0,"SAN DIEGO","SAN DIEGO",2014
6545009,1,1,4,M,22,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6545047,1,1,4,M,23,3,9,V,-,0,"SAN DIEGO","SAN DIEGO",2014
6545067,1,1,4,F,57,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6545092,2,1,4,F,47,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6545104,1,1,4,M,44,3,1,W,-,1,"SAN DIEGO","SAN DIEGO",2014
6545108,1,1,4,M,17,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6545116,1,1,1,M,44,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6545116,2,1,4,M,41,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6546922,1,1,4,M,44,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6546930,1,1,4,M,17,3,1,A,P,0,"SAN DIEGO","SAN DIEGO",2014
6550183,1,1,4,M,33,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6550187,1,1,4,M,32,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6550187,2,1,2,M,25,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6550220,1,1,4,M,17,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6550228,1,1,4,F,3,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6550236,1,1,1,M,34,3,1,M,W,1,"SAN DIEGO","SAN DIEGO",2014
6550236,2,1,4,M,66,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6550456,1,1,4,-,26,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6551404,1,1,4,F,18,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6553854,2,1,4,M,25,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6560081,1,1,4,M,25,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6560089,2,1,4,M,44,3,1,M,W,0,"SAN DIEGO","SAN DIEGO",2014
6560090,1,1,2,F,35,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6560090,2,1,4,F,56,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6560164,2,1,4,F,32,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6560176,1,1,4,M,21,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6560177,2,1,4,M,70,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6560197,2,1,4,M,28,3,1,A,-,0,"SAN DIEGO","SAN DIEGO",2014
6560489,1,1,4,M,26,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6560581,1,1,4,M,15,4,9,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6564372,1,1,4,M,44,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6564372,2,1,4,M,61,3,1,P,E,0,"SAN DIEGO","SAN DIEGO",2014
6564388,1,1,4,F,20,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6564388,2,1,2,M,48,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6564388,2,2,2,F,11,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6564457,2,1,4,F,30,3,1,V,-,1,"SAN DIEGO","SAN DIEGO",2014
6564474,1,1,4,F,24,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6567944,2,1,3,F,45,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6567968,2,1,3,F,64,3,9,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6567976,2,1,4,M,26,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6567980,1,1,4,M,58,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6569160,1,1,4,M,34,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6570807,1,1,2,F,37,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6570807,1,2,2,F,15,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6570807,1,3,2,F,7,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6570807,2,1,4,M,36,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6570826,2,1,4,M,30,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6570831,1,1,4,M,42,3,1,W,-,0,"SAN DIEGO","SAN DIEGO",2014
6570833,1,1,4,-,22,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6570834,2,1,4,M,63,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6570843,1,1,4,M,69,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2014
6570850,2,1,2,M,4,0,0,P,X,0,"SAN DIEGO","SAN DIEGO",2014
6570850,2,2,4,M,50,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6570851,1,1,1,M,82,4,1,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6570851,2,1,4,M,39,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6570851,3,1,4,F,30,4,4,P,Y,0,"SAN DIEGO","SAN DIEGO",2014
6570855,2,1,4,M,28,3,9,W,-,3,"SAN DIEGO","SAN DIEGO",2014
6572811,1,1,2,F,18,0,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6572811,1,2,2,F,17,0,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6572811,2,1,4,M,51,4,9,-,W,3,"SAN DIEGO","SAN DIEGO",2014
6572812,1,1,4,M,26,3,1,-,V,0,"SAN DIEGO","SAN DIEGO",2014
6572871,2,1,4,F,30,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6573153,2,1,2,F,62,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6573153,3,1,4,F,46,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6573165,2,1,4,M,51,3,9,W,-,3,"SAN DIEGO","SAN DIEGO",2014
6580616,1,1,4,M,59,3,9,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6580617,1,1,4,M,56,3,1,W,-,1,"SAN DIEGO","SAN DIEGO",2014
6580618,1,1,4,F,47,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6580619,1,1,4,M,73,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6580622,2,1,4,M,36,4,0,N,W,3,"SAN DIEGO","SAN DIEGO",2014
6580628,2,1,4,F,40,3,9,P,W,3,"SAN DIEGO","SAN DIEGO",2014
6580635,2,1,4,M,31,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6580689,2,1,4,M,48,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2014
6580702,1,1,4,-,77,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6580712,1,1,4,M,45,4,9,U,V,0,"SAN DIEGO","SAN DIEGO",2014
6580712,2,1,2,F,16,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6580712,2,2,2,M,13,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6582322,2,1,4,M,47,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6582332,1,1,4,M,16,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6582344,2,1,4,M,45,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6582352,2,1,4,M,33,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6582356,2,1,4,M,54,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6582395,1,1,4,M,32,4,0,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6582397,1,1,4,M,51,3,0,W,-,1,"SAN DIEGO","SAN DIEGO",2014
6582399,1,1,4,M,17,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6583834,1,1,4,M,25,4,2,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6583834,3,1,2,F,7,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2014
6583964,1,1,4,M,64,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6583964,2,1,4,M,27,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6585524,2,1,4,M,47,4,1,V,-,3,"SAN DIEGO","SAN DIEGO",2014
6585763,2,1,4,M,52,3,9,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6585767,1,1,3,F,50,2,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6585767,2,1,4,M,41,3,1,-,V,2,"SAN DIEGO","SAN DIEGO",2014
6585775,2,1,4,F,25,2,1,-,V,2,"SAN DIEGO","SAN DIEGO",2014
6585811,1,1,4,M,48,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6587472,1,1,4,M,56,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6588899,1,1,4,M,22,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6589682,2,1,4,F,33,4,1,P,-,2,"SAN DIEGO","SAN DIEGO",2014
6589690,1,1,4,F,23,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6589721,1,1,4,F,58,2,1,V,-,3,"SAN DIEGO","SAN DIEGO",2014
6589746,1,1,4,M,47,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6589758,1,1,4,-,52,4,9,P,W,3,"SAN DIEGO","SAN DIEGO",2014
6589921,2,1,4,M,30,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6589929,1,1,4,M,41,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6589931,1,1,4,F,20,3,1,P,X,1,"SAN DIEGO","SAN DIEGO",2014
6589941,2,1,4,M,33,2,1,M,V,0,"SAN DIEGO","SAN DIEGO",2014
6592567,1,1,4,M,34,3,7,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6592640,2,1,4,M,35,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6595486,1,1,4,M,59,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6595501,1,1,4,M,39,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6595502,2,1,4,M,52,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6595518,2,1,4,M,51,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6595608,1,1,4,M,56,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6595608,2,1,2,F,29,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6595608,2,2,2,F,60,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6595632,1,1,4,M,50,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6600740,1,1,4,M,69,3,9,V,-,3,"SAN DIEGO","SAN DIEGO",2014
6601158,2,1,3,F,1,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6601161,1,1,4,-,41,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6601185,1,1,4,M,69,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6601193,1,1,4,M,51,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6601194,1,1,4,M,25,3,1,-,V,3,"SAN DIEGO","SAN DIEGO",2014
6601687,2,1,4,M,41,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6601711,1,1,4,M,22,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6601724,1,1,4,F,61,4,0,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6601732,1,1,4,M,17,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6601735,1,1,4,F,22,3,1,P,B,3,"SAN DIEGO","SAN DIEGO",2014
6601735,2,1,2,M,49,0,3,M,B,0,"SAN DIEGO","SAN DIEGO",2014
6601741,2,1,4,M,43,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6601741,3,1,4,F,50,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6601741,4,1,4,M,56,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6601741,5,1,4,M,26,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6601741,6,1,4,M,60,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6601741,7,1,4,M,48,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6601741,8,1,4,M,37,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6601741,9,1,4,M,38,4,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6601741,10,1,4,M,49,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6601741,11,1,4,M,31,4,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6601741,12,1,4,M,56,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6603202,1,1,4,M,41,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6608060,1,1,4,-,34,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6610054,1,1,4,M,23,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6610070,2,1,4,M,68,3,1,W,-,1,"SAN DIEGO","SAN DIEGO",2014
6611619,1,1,4,M,18,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6611854,1,1,4,M,22,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6611925,1,1,4,M,24,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6612232,2,1,4,M,24,4,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6612588,1,1,4,M,23,2,1,-,V,2,"SAN DIEGO","SAN DIEGO",2014
6612588,2,1,1,M,48,3,1,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6612592,1,1,4,M,16,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6612616,1,1,4,M,17,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6612620,1,1,4,M,26,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6613388,1,1,4,M,44,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6613388,2,1,3,M,13,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6613400,1,1,4,M,25,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6613416,1,1,4,M,19,4,1,-,-,2,"SAN DIEGO","SAN DIEGO",2014
6613416,2,1,2,F,16,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6613423,1,1,4,M,34,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6613439,2,1,4,M,16,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6613686,1,1,4,M,51,3,1,V,-,1,"SAN DIEGO","SAN DIEGO",2014
6614849,1,1,4,M,12,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6619632,2,1,4,M,12,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6621799,1,1,4,M,16,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6621799,2,1,4,M,63,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6621799,3,1,4,M,15,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6625450,2,1,4,M,31,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6625513,2,1,3,-,56,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6625517,1,1,4,M,54,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6629333,2,1,4,F,80,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6629336,1,1,4,M,48,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6629337,1,1,4,M,18,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6629347,1,1,4,M,10,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6629350,1,1,4,M,67,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6629717,1,1,4,F,19,3,0,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6629729,1,1,2,M,41,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6629729,2,1,4,M,55,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6629741,1,1,4,M,38,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6629884,2,1,4,M,56,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6629900,1,1,4,M,35,3,0,M,V,0,"SAN DIEGO","SAN DIEGO",2014
6629903,1,1,4,-,45,3,0,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6630676,1,1,4,F,20,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6631107,1,1,4,M,57,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6637974,1,1,4,F,33,3,9,V,-,3,"SAN DIEGO","SAN DIEGO",2014
6638311,1,1,4,M,35,2,1,-,V,1,"SAN DIEGO","SAN DIEGO",2014
6638314,2,1,4,M,51,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6638316,2,1,4,M,16,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6640629,2,1,4,M,26,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6640637,2,1,3,F,0,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6641911,1,1,4,F,46,4,9,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6643036,2,1,4,M,52,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6643037,1,1,2,F,15,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6643037,1,2,2,-,10,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6643037,2,1,4,M,24,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6644812,2,1,4,M,38,2,9,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6644816,1,1,4,M,50,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6644851,1,1,4,F,50,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6646808,2,1,4,M,17,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6646847,1,1,4,M,42,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6646847,2,1,2,M,50,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6647132,2,1,4,M,23,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6647160,1,1,4,M,18,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6649532,1,1,4,M,14,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6649591,1,1,4,M,26,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6650912,1,1,4,M,46,4,1,P,V,2,"SAN DIEGO","SAN DIEGO",2014
6650925,1,1,4,M,76,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6650933,2,1,4,M,57,3,9,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6650959,2,1,4,M,33,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6656619,1,1,1,M,32,3,1,M,H,0,"SAN DIEGO","SAN DIEGO",2014
6656619,2,1,1,M,51,3,1,L,G,0,"SAN DIEGO","SAN DIEGO",2014
6656619,2,2,2,F,52,3,3,L,G,0,"SAN DIEGO","SAN DIEGO",2014
6656619,3,1,4,F,34,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6656619,4,1,4,F,32,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6656619,5,1,4,F,50,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6658184,1,1,4,F,50,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6659046,1,1,4,-,28,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6659046,2,1,2,M,32,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6659058,2,1,4,-,33,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6659110,2,1,4,F,23,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6661522,1,1,4,M,36,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6661849,2,1,4,M,40,3,1,W,-,1,"SAN DIEGO","SAN DIEGO",2014
6661857,1,1,4,M,51,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6661905,1,1,4,M,25,3,1,V,-,0,"SAN DIEGO","SAN DIEGO",2014
6661952,2,1,4,M,35,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6664385,2,1,4,-,56,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6664596,1,1,4,M,31,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6665997,1,1,4,M,35,3,1,-,V,1,"SAN DIEGO","SAN DIEGO",2014
6665997,2,1,2,F,27,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6665997,2,2,2,M,27,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6666802,1,1,4,M,22,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6666814,2,1,4,M,71,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6666842,1,1,4,M,21,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6666940,1,1,2,F,24,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6666940,2,1,4,M,25,3,9,W,-,3,"SAN DIEGO","SAN DIEGO",2014
6666940,3,1,4,F,25,4,9,W,-,3,"SAN DIEGO","SAN DIEGO",2014
6668813,2,1,4,M,72,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6668814,2,1,4,M,42,4,1,P,W,3,"SAN DIEGO","SAN DIEGO",2014
6668822,2,1,4,M,21,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6668845,2,1,4,M,7,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6668850,1,1,4,M,22,3,1,P,-,2,"SAN DIEGO","SAN DIEGO",2014
6672419,1,1,4,M,11,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6672433,2,1,4,M,55,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6672437,1,1,4,M,17,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2014
6672437,1,2,2,M,16,0,9,-,V,3,"SAN DIEGO","SAN DIEGO",2014
6672437,2,1,2,F,21,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6672437,2,2,2,M,21,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6672437,2,3,2,M,42,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6675113,2,1,4,F,30,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6679364,1,1,4,M,59,2,1,M,W,1,"SAN DIEGO","SAN DIEGO",2014
6680465,1,1,4,F,54,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6680467,2,1,4,F,17,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6680468,1,1,4,M,50,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6680469,2,1,4,M,42,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6680477,1,1,4,F,45,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6680805,2,1,4,M,57,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6680806,2,1,4,M,16,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6680808,1,1,4,M,50,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6680810,1,1,4,M,29,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6680810,2,1,3,F,62,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6681333,2,1,4,M,75,3,9,N,V,3,"SAN DIEGO","SAN DIEGO",2014
6681349,1,1,4,F,29,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6688921,1,1,4,-,36,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6688991,2,1,4,F,19,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6689122,1,1,4,M,13,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6689151,2,1,4,M,30,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6689199,2,1,4,M,65,4,9,V,-,3,"SAN DIEGO","SAN DIEGO",2014
6690588,2,1,4,F,25,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6690623,1,1,4,M,24,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6691550,1,1,4,M,20,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6691750,1,1,4,M,45,4,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6691754,2,1,4,F,49,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6691758,1,1,4,M,34,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6695155,1,1,3,F,48,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6695155,2,1,4,M,35,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
