CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
6695167,2,1,4,M,30,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6695171,1,1,4,M,51,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6695300,1,1,2,F,32,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6695300,1,2,2,F,9,0,6,P,G,0,"SAN DIEGO","SAN DIEGO",2014
6695300,2,1,4,F,23,3,9,P,W,3,"SAN DIEGO","SAN DIEGO",2014
6696688,1,1,4,M,63,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6696990,2,1,3,F,57,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6696994,1,1,4,F,55,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6696998,1,1,4,M,80,1,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6697037,1,1,4,M,18,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6697348,1,1,4,M,56,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6697354,1,1,4,M,37,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2014
6699487,1,1,4,M,51,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6701053,1,1,4,M,13,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6701069,1,1,4,M,50,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6701097,2,1,4,M,22,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6701118,2,1,4,M,17,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6702499,1,1,4,F,44,3,1,W,-,3,"SAN DIEGO","SAN DIEGO",2014
6702503,1,1,4,M,49,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6702534,2,1,4,M,44,3,1,-,W,2,"SAN DIEGO","SAN DIEGO",2014
6703718,1,1,4,M,29,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6704498,1,1,4,M,29,3,1,W,-,1,"SAN DIEGO","SAN DIEGO",2014
6705028,1,1,4,M,17,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6705501,1,1,4,M,32,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6705511,1,1,4,M,29,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6705867,1,1,4,M,59,3,0,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6706042,2,1,4,M,39,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6706117,1,1,4,M,62,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6706121,1,1,4,F,60,2,1,-,V,1,"SAN DIEGO","SAN DIEGO",2014
6706125,1,1,4,F,23,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6708580,1,1,4,M,49,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6710881,1,1,4,F,32,3,9,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6710893,1,1,4,M,66,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6710954,1,1,4,M,52,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6716256,1,1,4,F,42,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6718803,1,1,4,M,61,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6718948,1,1,4,F,24,3,0,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6718952,1,1,4,M,16,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6719394,1,1,2,M,24,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2014
6719394,2,1,4,M,31,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6720346,1,1,4,F,31,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6720540,1,1,4,F,41,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6721779,2,1,4,M,43,2,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6721787,1,1,4,M,47,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6721807,1,1,4,F,34,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6727548,1,1,4,M,67,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2014
6727929,1,1,4,M,25,3,0,P,-,3,"SAN DIEGO","SAN DIEGO",2014
6727935,2,1,4,F,25,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6727951,1,1,4,M,26,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6727962,1,1,4,M,28,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2014
6727973,1,1,4,M,17,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6727975,2,1,4,M,53,4,9,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6731693,2,1,4,M,46,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6731717,2,1,4,M,53,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6731842,1,1,4,F,25,4,9,-,W,3,"SAN DIEGO","SAN DIEGO",2014
6731857,1,1,4,M,27,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6731885,1,1,4,M,28,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6731917,2,1,4,M,52,4,9,-,-,0,"SAN DIEGO","SAN DIEGO",2014
6732484,1,1,4,M,50,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6732711,1,1,4,M,65,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2014
6737898,1,1,4,M,12,4,9,-,W,3,"SAN DIEGO","SAN DIEGO",2014
6738668,1,1,4,F,34,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6738965,1,1,4,-,65,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6748060,1,1,4,M,19,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6749068,2,1,4,M,43,4,9,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6750333,1,1,4,M,50,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6750334,2,1,4,M,18,3,9,V,-,3,"SAN DIEGO","SAN DIEGO",2014
6750377,1,1,4,M,58,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6750381,1,1,4,M,65,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2014
6750386,2,1,2,F,72,4,5,P,D,0,"SAN DIEGO","SAN DIEGO",2014
6767076,2,1,4,M,23,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6767079,2,1,4,M,21,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6767087,2,1,4,M,63,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6767095,1,1,4,M,50,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6767096,2,1,4,M,50,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6767252,1,1,4,F,24,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2014
6767319,1,1,4,M,36,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6771050,1,1,4,F,33,4,1,-,W,3,"SAN DIEGO","SAN DIEGO",2014
6771117,1,1,4,M,50,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6771117,2,1,4,M,53,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2014
6774507,2,1,4,F,34,4,9,-,V,0,"SAN DIEGO","SAN DIEGO",2015
6774508,1,1,2,F,19,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6774508,1,2,2,F,49,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6774508,2,1,4,M,27,4,9,-,V,0,"SAN DIEGO","SAN DIEGO",2015
6775032,1,1,2,F,35,0,4,G,-,0,"SAN DIEGO","SAN DIEGO",2015
6775032,1,2,2,F,2,0,5,M,Q,0,"SAN DIEGO","SAN DIEGO",2015
6775032,2,1,4,M,57,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6775036,2,1,4,M,25,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6775180,1,1,4,M,15,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6781103,1,1,4,M,52,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2014
6781324,1,1,2,M,10,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6781324,2,1,4,M,55,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6781346,2,1,4,M,53,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6781736,2,1,4,M,55,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6782392,1,1,4,M,44,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6782782,1,1,4,M,15,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6784132,1,1,4,M,49,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6784173,1,1,4,M,45,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6784173,2,1,2,M,55,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6784601,1,1,4,F,58,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2014
6785303,2,1,4,F,22,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6785319,1,1,4,M,8,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6785319,2,1,2,F,42,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6786075,2,1,4,-,18,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2014
6790019,1,1,4,M,57,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6790190,1,1,4,M,35,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6790190,2,1,2,M,23,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6792076,1,1,4,F,24,3,1,-,-,1,"SAN DIEGO","SAN DIEGO",2014
6792622,2,1,4,M,37,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6792631,2,1,4,F,26,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6793546,2,1,4,M,49,3,9,P,W,3,"SAN DIEGO","SAN DIEGO",2015
6795804,1,1,4,M,49,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6795808,1,1,4,M,35,3,9,P,V,2,"SAN DIEGO","SAN DIEGO",2015
6795815,2,1,4,F,55,3,1,V,-,3,"SAN DIEGO","SAN DIEGO",2015
6801935,2,1,4,F,58,3,9,-,W,0,"SAN DIEGO","SAN DIEGO",2015
6801940,1,1,4,M,12,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2015
6801940,2,1,2,F,48,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6802338,1,1,4,F,24,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2015
6802341,1,1,4,M,47,4,1,W,-,3,"SAN DIEGO","SAN DIEGO",2015
6802347,1,1,4,M,54,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6802350,2,1,4,M,31,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6802351,1,1,4,F,59,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6804456,2,1,4,F,31,4,9,-,P,3,"SAN DIEGO","SAN DIEGO",2015
6804913,2,1,4,M,37,3,0,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6806137,2,1,4,F,36,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6806140,1,1,4,M,15,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6806178,2,1,4,F,19,4,9,-,V,3,"SAN DIEGO","SAN DIEGO",2015
6806179,1,1,4,-,23,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6806179,2,1,2,M,84,0,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6809002,1,1,4,M,24,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6809168,1,1,4,F,23,3,9,-,V,3,"SAN DIEGO","SAN DIEGO",2015
6809169,1,1,4,M,41,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6809169,2,1,1,M,19,3,1,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6809192,1,1,4,F,22,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6809553,2,1,4,M,31,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6810569,1,1,4,F,50,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6810617,2,1,4,M,27,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6811168,1,1,4,F,52,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6811188,1,1,4,M,56,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6811196,2,1,4,M,17,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6814087,1,1,4,M,5,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6814087,2,1,2,M,29,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6815806,1,1,4,M,20,4,0,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6815814,1,1,4,M,15,4,0,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6816140,1,1,4,M,30,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6820190,1,1,4,M,12,4,9,-,W,3,"SAN DIEGO","SAN DIEGO",2015
6820560,2,1,4,M,34,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6820567,1,1,4,F,26,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6820579,1,1,4,M,20,3,1,P,N,3,"SAN DIEGO","SAN DIEGO",2015
6820586,2,1,4,M,26,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6820632,2,1,4,F,28,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6821294,2,1,4,M,29,3,9,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6821294,3,1,4,M,26,3,9,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6822585,1,1,4,F,32,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6822585,2,1,2,-,998,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6824616,1,1,4,M,61,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6824617,2,1,4,M,18,4,0,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6825690,1,1,4,M,13,4,9,-,W,3,"SAN DIEGO","SAN DIEGO",2015
6826266,1,1,4,M,27,3,1,-,V,1,"SAN DIEGO","SAN DIEGO",2015
6830069,2,1,4,M,12,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6833685,1,1,4,M,28,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6833691,1,1,4,-,62,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6833697,1,1,4,-,24,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6833700,1,1,4,M,17,4,1,-,-,1,"SAN DIEGO","SAN DIEGO",2015
6833705,1,1,4,M,47,2,1,-,V,3,"SAN DIEGO","SAN DIEGO",2015
6834888,1,1,4,F,22,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6835176,1,1,2,M,56,0,9,-,-,0,"SAN DIEGO","SAN DIEGO",2015
6835176,1,2,2,M,42,0,9,-,-,0,"SAN DIEGO","SAN DIEGO",2015
6835176,2,1,4,M,69,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6835187,2,1,4,M,25,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6836816,1,1,4,M,28,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6837204,1,1,4,F,51,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6837697,2,1,4,M,68,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6837747,2,1,4,F,37,3,9,P,-,3,"SAN DIEGO","SAN DIEGO",2015
6837763,2,1,4,M,21,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6839743,1,1,4,M,68,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6840454,1,1,2,M,20,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6840454,2,1,4,M,57,4,1,M,W,1,"SAN DIEGO","SAN DIEGO",2015
6843729,1,1,4,M,73,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6843729,2,1,3,M,76,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6844331,1,1,4,F,12,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6844395,1,1,4,M,59,4,9,-,V,3,"SAN DIEGO","SAN DIEGO",2015
6844395,2,1,2,F,22,0,3,L,G,0,"SAN DIEGO","SAN DIEGO",2015
6845516,2,1,4,M,19,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6845517,1,1,4,M,44,4,9,-,W,3,"SAN DIEGO","SAN DIEGO",2015
6845517,2,1,2,M,23,0,3,M,B,0,"SAN DIEGO","SAN DIEGO",2015
6845520,1,1,4,M,50,3,1,P,-,1,"SAN DIEGO","SAN DIEGO",2015
6849162,2,1,4,M,26,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6849166,2,1,4,M,52,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2015
6849198,2,1,4,F,33,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6850699,1,1,2,M,16,0,6,M,H,0,"SAN DIEGO","SAN DIEGO",2015
6850699,1,2,2,F,16,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6850699,2,1,4,M,22,3,9,V,-,1,"SAN DIEGO","SAN DIEGO",2015
6850701,1,1,4,M,16,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6850703,2,1,4,M,39,3,9,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6850704,1,1,4,M,43,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6850708,1,1,4,M,27,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6851234,1,1,4,M,65,3,9,-,V,1,"SAN DIEGO","SAN DIEGO",2015
6851854,1,1,4,M,52,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6852616,1,1,4,M,73,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6853925,1,1,4,M,16,4,1,P,X,0,"SAN DIEGO","SAN DIEGO",2015
6853941,2,1,4,M,12,4,1,-,B,1,"SAN DIEGO","SAN DIEGO",2015
6853978,2,1,4,M,34,4,1,-,W,3,"SAN DIEGO","SAN DIEGO",2015
6854077,1,1,4,M,89,1,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6854758,1,1,2,F,6,0,5,P,G,0,"SAN DIEGO","SAN DIEGO",2015
6854758,2,1,4,M,64,1,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6856646,2,1,4,M,35,4,9,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6857142,2,1,4,M,14,3,1,-,-,1,"SAN DIEGO","SAN DIEGO",2015
6857146,2,1,4,M,39,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6857178,1,1,4,F,27,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6859038,1,1,4,M,68,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6859109,1,1,4,M,42,4,1,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6859940,1,1,4,M,22,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6859968,1,1,4,M,12,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6859968,2,1,2,M,998,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6859975,1,1,4,M,58,3,7,P,V,2,"SAN DIEGO","SAN DIEGO",2015
6859987,1,1,4,-,50,3,9,W,-,1,"SAN DIEGO","SAN DIEGO",2015
6859991,1,1,4,M,37,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6861398,1,1,4,F,55,2,1,P,W,2,"SAN DIEGO","SAN DIEGO",2015
6862507,2,1,4,F,31,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6862512,2,1,4,M,33,3,9,-,W,1,"SAN DIEGO","SAN DIEGO",2015
6862519,1,1,4,M,20,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6865882,1,1,3,F,20,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6865882,2,1,4,M,31,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6865936,1,1,4,M,16,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6865942,2,1,4,M,28,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6865952,2,1,4,M,27,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6865998,1,1,4,F,16,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6866005,1,1,4,M,65,3,1,-,W,0,"SAN DIEGO","SAN DIEGO",2015
6866017,2,1,4,M,45,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6866034,1,1,4,F,6,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6866053,1,1,4,M,16,3,0,N,V,1,"SAN DIEGO","SAN DIEGO",2015
6866070,2,1,4,M,42,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6870350,1,1,4,M,38,4,1,-,-,0,"SAN DIEGO","SAN DIEGO",2015
6870366,2,1,4,F,47,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2015
6870380,1,1,4,M,34,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6870398,1,1,4,-,41,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6875885,1,1,4,M,66,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6875889,2,1,4,M,40,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6875917,2,1,4,F,56,3,1,P,-,2,"SAN DIEGO","SAN DIEGO",2015
6875948,1,1,4,M,57,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6875952,1,1,4,M,28,3,1,-,W,2,"SAN DIEGO","SAN DIEGO",2015
6875960,1,1,4,M,23,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6877507,2,1,4,M,25,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6877507,3,1,2,F,10,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6877507,3,2,2,M,8,0,5,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6877507,3,3,2,F,5,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6878722,1,1,4,-,27,4,1,M,G,3,"SAN DIEGO","SAN DIEGO",2015
6878726,1,1,4,F,27,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
6878899,1,1,2,M,39,0,3,H,-,0,"SAN DIEGO","SAN DIEGO",2015
6878899,2,1,4,F,26,3,9,V,-,0,"SAN DIEGO","SAN DIEGO",2015
6879733,1,1,4,F,54,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6880496,1,1,4,F,20,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6881943,1,1,4,F,28,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6882243,2,1,4,M,71,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6882267,1,1,4,F,41,3,9,P,-,2,"SAN DIEGO","SAN DIEGO",2015
6882271,1,1,4,F,57,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2015
6882319,1,1,4,M,24,4,1,V,-,3,"SAN DIEGO","SAN DIEGO",2015
6882319,2,1,2,M,11,0,6,P,G,0,"SAN DIEGO","SAN DIEGO",2015
6882319,2,2,2,F,9,0,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6882344,1,1,2,F,24,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6882344,2,1,4,M,53,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6882356,2,1,4,M,16,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6882371,1,1,4,M,48,4,0,-,P,1,"SAN DIEGO","SAN DIEGO",2015
6882371,1,2,2,F,11,3,0,P,-,1,"SAN DIEGO","SAN DIEGO",2015
6882379,2,1,4,M,47,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6882383,2,1,4,F,54,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6882908,1,1,4,M,60,2,1,-,W,1,"SAN DIEGO","SAN DIEGO",2015
6883415,1,1,4,F,44,3,1,-,W,2,"SAN DIEGO","SAN DIEGO",2015
6883939,2,1,4,M,39,4,9,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6883940,1,1,4,M,36,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6883944,1,1,4,M,39,3,0,P,V,2,"SAN DIEGO","SAN DIEGO",2015
6883952,1,1,4,M,60,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6885316,1,1,4,F,22,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2015
6886097,1,1,4,F,62,3,0,P,V,2,"SAN DIEGO","SAN DIEGO",2015
6886128,1,1,4,M,72,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2015
6886132,2,1,4,M,23,3,1,-,V,1,"SAN DIEGO","SAN DIEGO",2015
6886140,2,1,4,M,28,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2015
6886565,1,1,4,M,46,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6886785,1,1,4,M,21,3,1,-,U,3,"SAN DIEGO","SAN DIEGO",2015
6887083,1,1,4,-,21,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6887083,2,1,2,-,998,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6887083,2,2,2,-,998,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6887083,2,3,2,-,998,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6887726,1,1,4,M,35,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2015
6887740,1,1,4,M,10,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6894492,1,1,4,M,29,4,9,P,W,3,"SAN DIEGO","SAN DIEGO",2015
6894555,2,1,4,M,33,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6894568,1,1,4,M,49,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6894588,2,1,4,M,50,4,9,P,-,1,"SAN DIEGO","SAN DIEGO",2015
6894623,1,1,4,M,68,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6894627,1,1,4,F,15,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2015
6894628,2,1,4,M,50,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2015
6894640,2,1,4,M,24,3,1,-,-,1,"SAN DIEGO","SAN DIEGO",2015
6900271,1,1,4,M,31,3,1,-,W,1,"SAN DIEGO","SAN DIEGO",2015
6902484,1,1,4,M,27,4,7,P,-,0,"SAN DIEGO","SAN DIEGO",2015
6902484,2,1,2,F,10,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6902555,2,1,4,F,35,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2015
6902555,2,2,2,F,41,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2015
6902654,1,1,4,F,11,3,1,-,V,0,"SAN DIEGO","SAN DIEGO",2015
